Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRatio,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,Roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28523,645.311,237.7351598,153.422423,1.549546377,0.763886885,28942,190.5691778,0.808841878,0.98552277,0.860729979,0.801602834,0.008334858,0.002122829,0.642567103,0.995687527,DERMASON
49105,813.679,289.7182954,216.0480583,1.340990045,0.666262054,49553,250.0448517,0.76312804,0.990959175,0.932028868,0.863062001,0.005899975,0.002019287,0.744876017,0.998871324,SEKER
52652,870.84,337.2729061,199.6235398,1.689544762,0.806029465,53257,258.9181502,0.79693649,0.988639991,0.872464969,0.76768144,0.0064057,0.001372368,0.589334793,0.995707513,SIRA
44573,789.547,291.418413,195.5451446,1.490287134,0.741446823,45165,238.2270057,0.711574074,0.986892505,0.898515874,0.817474103,0.006538003,0.00180103,0.668263908,0.995905104,SIRA
46590,814.364,308.8688781,192.6788031,1.603024687,0.781567477,47140,243.5574478,0.734950782,0.988332626,0.882806334,0.788546419,0.00662951,0.00158114,0.621805455,0.996769495,SIRA
39046,762.103,293.4847372,170.0652844,1.725718087,0.814994336,39616,222.9684087,0.794748626,0.985611874,0.84481005,0.759727442,0.007516384,0.001544614,0.577185786,0.99605995,SIRA
72697,1015.816,391.4185544,239.1742064,1.636541667,0.791596146,73964,304.2378924,0.78918115,0.982870045,0.885311804,0.777269981,0.005384246,0.00121225,0.604148624,0.988714396,CALI
45266,809.048,303.2886642,191.6882156,1.582197754,0.774942088,46017,240.0717835,0.712569854,0.983679944,0.869027272,0.791562006,0.006700143,0.001622571,0.62657041,0.991358295,SIRA
41978,821.864,337.1714639,160.0360674,2.106846721,0.880178416,42593,231.1883423,0.684885466,0.985561008,0.780965218,0.685669954,0.008032099,0.001095139,0.470143286,0.990519842,HOROZ
34664,711.185,274.4216157,161.3739601,1.700532202,0.808823706,35096,210.0846867,0.802407407,0.987690905,0.861238357,0.765554441,0.007916617,0.00167735,0.586073603,0.996637034,DERMASON
37919,701.737,243.3535229,198.7999406,1.224112654,0.576753438,38208,219.7270359,0.75343745,0.992436139,0.967649302,0.902912903,0.00641772,0.00263114,0.815251711,0.997959936,SEKER
28847,640.822,233.4161316,157.9871675,1.477437284,0.736123099,29335,191.6484833,0.764766702,0.983364582,0.882745866,0.82105929,0.008091522,0.002268339,0.674138358,0.995997144,DERMASON
30448,664.217,253.0739378,153.67161,1.646849003,0.794533583,30830,196.8948899,0.803207766,0.987609471,0.867258692,0.778013302,0.008311677,0.001878523,0.605304697,0.996845438,DERMASON
82734,1124.761,441.1885253,241.8671223,1.824094656,0.836336021,84616,324.5615512,0.671678506,0.977758344,0.82181372,0.735652748,0.005332614,0.000963411,0.541184966,0.987172605,CALI
53749,877.19,340.096155,202.3696457,1.68056901,0.803698634,54241,261.6015143,0.82179989,0.990929371,0.877794607,0.769198682,0.006327488,0.00136636,0.591666613,0.994336574,SIRA
53228,920.083,380.3253043,178.9699397,2.125079245,0.8823623,53905,260.3305485,0.653938768,0.987440868,0.790125356,0.68449442,0.007145211,0.000967552,0.468532611,0.995668926,HOROZ
60619,982.002,404.3163936,191.9845696,2.105983801,0.880073512,61371,277.8174004,0.59533116,0.987746656,0.789939603,0.687128706,0.006669796,0.000917159,0.472145859,0.99433153,HOROZ
54949,928.9,388.0057692,181.0602513,2.142964933,0.884445663,55371,264.5056516,0.592531487,0.992378682,0.800261146,0.681705461,0.007061198,0.000940687,0.464722335,0.995883668,HOROZ
42552,793.738,313.3112889,174.1892839,1.798682915,0.831207467,43067,232.7635906,0.645323708,0.988041888,0.848741614,0.742914791,0.007363021,0.00138354,0.551922386,0.992733366,HOROZ
40780,751.925,276.6824988,188.2445968,1.469803136,0.732875081,41235,227.8655495,0.791660196,0.988965684,0.906375247,0.823563292,0.00678476,0.001925317,0.678256495,0.996903524,SIRA
33705,670.292,239.8365502,179.2830338,1.337753747,0.66423735,34020,207.1582459,0.739923604,0.990740741,0.942705679,0.863747605,0.007115756,0.002443139,0.746059926,0.998044461,DERMASON
45906,780.126,272.7095784,214.8186902,1.269487204,0.616033905,46319,241.7629718,0.788722231,0.991083573,0.947872256,0.886521747,0.005940609,0.002263436,0.785920808,0.997716409,SEKER
88341,1136.526,439.2807344,256.9921582,1.709315714,0.811012062,89092,335.3792698,0.76882441,0.991570511,0.859435768,0.763473659,0.004972558,0.001042163,0.582892029,0.996346504,CALI
81029,1076.752,415.0172133,250.7024434,1.655417505,0.79692579,82216,321.1998242,0.750936017,0.985562421,0.878251639,0.773943379,0.005121836,0.001133554,0.598988353,0.991575805,CALI
29915,637.982,238.2187424,160.1707799,1.487279656,0.740216585,30243,195.1639336,0.729491806,0.989154515,0.92359595,0.819263554,0.007963187,0.002212897,0.671192772,0.998251354,DERMASON
83982,1174.925,412.0556943,260.2859528,1.583088483,0.775231987,85570,327.0003111,0.741956003,0.981442094,0.764497003,0.793582799,0.004906476,0.001200379,0.629773658,0.996987425,BARBUNYA
60871,952.762,373.9412349,209.7590473,1.782718027,0.827855642,61626,278.3942606,0.687248792,0.987748678,0.842658189,0.744486659,0.006143175,0.001164127,0.554260385,0.98808998,HOROZ
36851,699.211,240.5371522,195.5365482,1.230139094,0.582380673,37198,216.6105964,0.768930621,0.990671541,0.947202068,0.900528648,0.00652729,0.002647907,0.810951845,0.997583568,SEKER
40638,749.88,276.0423122,188.1006058,1.467524844,0.731893098,41051,227.4684783,0.796027502,0.989939344,0.908152219,0.824034824,0.006792714,0.001931992,0.679033392,0.996498372,SIRA
29535,635.026,237.5167249,159.0045122,1.493773488,0.742861137,29841,193.9204217,0.826755123,0.989745652,0.920372905,0.816449544,0.008041873,0.002204217,0.666589858,0.995734257,DERMASON
48226,821.186,305.6394848,201.3631148,1.517852389,0.752295712,48664,247.7967923,0.775387485,0.990999507,0.898686116,0.810748626,0.00633765,0.00168909,0.657313334,0.997704614,SIRA
45654,828.517,340.1323581,171.8568782,1.979160576,0.862964408,46355,241.0984823,0.705898724,0.984877575,0.835768215,0.708837241,0.00745022,0.001160206,0.502450234,0.994429695,HOROZ
42033,781.968,292.6835232,184.3782563,1.587408023,0.776629398,43083,231.3397454,0.795657606,0.975628438,0.86381808,0.790409186,0.006963184,0.001676469,0.624746681,0.991727894,SIRA
82319,1166.127,391.4223967,268.9452484,1.455398074,0.72656547,83725,323.7465152,0.69030608,0.983206927,0.760708464,0.827102685,0.004754946,0.00137266,0.684098851,0.995636151,BARBUNYA
24439,580.285,213.52485,146.08628,1.461635206,0.729327036,24796,176.3992665,0.756438034,0.985602517,0.912033113,0.826129917,0.008737053,0.002510372,0.682490639,0.997552346,DERMASON
33912,693.109,267.6705998,161.5147148,1.657252097,0.797432244,34248,207.7934057,0.752529735,0.990189208,0.887074696,0.776302686,0.007893094,0.001768281,0.602645861,0.998736116,DERMASON
41112,762.435,291.4104675,180.2244616,1.616930714,0.785819674,41598,228.791224,0.80930727,0.988316746,0.888736096,0.785116698,0.007088209,0.001661319,0.616408229,0.996689398,SIRA
203793,1754.602,664.2640948,397.0850735,1.67285083,0.801658757,207056,509.3891504,0.797811619,0.984240978,0.831843996,0.766847334,0.003259504,0.000695292,0.588054834,0.983728017,BOMBAY
29526,646.0,236.8743741,160.0258018,1.480226135,0.737293606,29989,193.8908734,0.805400982,0.984561006,0.889097611,0.818538832,0.008022569,0.002221521,0.670005819,0.991760124,DERMASON
83577,1120.306,419.0831638,257.6042703,1.626848667,0.788772434,85744,326.2108849,0.755723741,0.974727095,0.836803173,0.778391768,0.005014336,0.001135497,0.605893745,0.985697431,CALI
35294,701.997,268.1594279,168.4372812,1.592043199,0.778113532,35680,211.9851799,0.795447374,0.989181614,0.899995283,0.790519213,0.007597876,0.001830297,0.624920626,0.994900632,DERMASON
37479,703.264,229.0163681,208.466788,1.098574839,0.414014566,37879,218.4484948,0.78146372,0.989440059,0.952272156,0.95385538,0.006110525,0.003120243,0.909840086,0.999527426,SEKER
57208,929.814,345.440275,212.4109238,1.626283003,0.788605771,58161,269.8879172,0.799787499,0.98361445,0.831523384,0.781286772,0.006038321,0.001387835,0.61040902,0.992697813,BARBUNYA
41569,736.546,260.059263,203.6923642,1.276725635,0.621702289,41847,230.0593285,0.763967507,0.993356752,0.962896683,0.884641931,0.006256087,0.002363484,0.782591346,0.999154432,SEKER
72834,1078.61,364.2761238,255.115423,1.427887501,0.713814043,74384,304.5244309,0.779390048,0.979162185,0.786710852,0.835971427,0.005001457,0.001506753,0.698848226,0.997876647,BARBUNYA
36914,706.663,256.9977983,183.2535424,1.402416537,0.701108189,37304,216.7956747,0.770004172,0.989545357,0.928915621,0.843570163,0.006962069,0.002174718,0.71161062,0.997974502,DERMASON
95103,1207.004,459.9861986,268.048882,1.716053412,0.812664074,97761,347.9783045,0.816867656,0.972811244,0.820326351,0.756497272,0.004836716,0.000977147,0.572288123,0.982076986,CALI
45419,814.808,313.6850611,185.4262519,1.691697146,0.8065819,45911,240.477165,0.665479853,0.989283614,0.859680079,0.766619756,0.006906472,0.001471486,0.58770585,0.994220309,SIRA
69339,1031.231,374.9121254,236.398999,1.585929412,0.776152622,70486,297.1281824,0.711453812,0.983727265,0.819361433,0.792527535,0.005406945,0.001315798,0.628099893,0.996122094,BARBUNYA
43925,774.095,292.2431711,192.0363346,1.521811858,0.753793433,44336,236.4889997,0.714506474,0.990729881,0.92115584,0.809219934,0.006653231,0.001759862,0.654836902,0.996538563,SIRA
31725,658.802,235.0157365,172.7741731,1.360248076,0.677893611,32092,200.9814035,0.773893741,0.988564128,0.918547621,0.855182749,0.007407903,0.002444054,0.731337534,0.994800473,DERMASON
45436,785.75,293.114743,198.0100681,1.480302217,0.73732542,45825,240.5221652,0.8004651,0.991511184,0.924785849,0.820573414,0.006451156,0.00180421,0.673340727,0.996747771,SIRA
49705,845.105,322.776958,196.4548056,1.643008717,0.793446887,50213,251.567827,0.749110803,0.989883098,0.874557966,0.779385953,0.006493853,0.001478062,0.607442464,0.998033262,SIRA
42186,821.018,317.6874819,170.1770034,1.866806182,0.844424715,42921,231.7604009,0.81751061,0.982875515,0.786453148,0.729523239,0.007530638,0.001315734,0.532204157,0.99352201,HOROZ
28954,637.481,234.5514844,157.4785332,1.489418778,0.741092588,29349,192.0035879,0.779842706,0.986541279,0.895331663,0.818598904,0.008100832,0.002243851,0.670104165,0.998065726,DERMASON
39451,742.1,278.3846023,180.7238531,1.540386604,0.760628267,39878,224.1217823,0.799898621,0.989292342,0.900208309,0.805079665,0.007056465,0.001828615,0.648153267,0.998406609,SIRA
28209,615.103,223.5858671,160.9587055,1.389088378,0.694081325,28488,189.5173193,0.779986728,0.990206403,0.936918608,0.84762656,0.007926047,0.002523798,0.718470784,0.998019416,DERMASON
38354,715.527,253.6098213,192.8160004,1.315294482,0.649588466,38702,220.9837766,0.79630437,0.991008217,0.941387604,0.871353386,0.006612343,0.002351324,0.759256724,0.998646179,SEKER
48538,828.59,271.5869147,227.8805758,1.19179493,0.544022656,49197,248.5970656,0.74738236,0.986604874,0.888407807,0.915349938,0.005595346,0.002423011,0.837865509,0.998563865,SEKER
74880,1059.737,367.6958053,259.6779415,1.415968577,0.707982116,75991,308.7720472,0.758063536,0.985379848,0.837875525,0.839748626,0.004910467,0.00150626,0.705177754,0.998509541,BARBUNYA
65994,1024.72,343.7082805,245.3333569,1.400984705,0.700366245,67205,289.8726798,0.754544831,0.981980507,0.789775926,0.843368334,0.005208175,0.001625303,0.711270146,0.996478596,BARBUNYA
43128,792.5,295.2992816,186.8277565,1.580596412,0.774419405,43758,234.3336832,0.688934682,0.985602633,0.862920211,0.793546405,0.006847043,0.001674835,0.629715896,0.995326686,SIRA
40459,726.133,250.0517074,206.2642772,1.212287997,0.565298386,40829,226.9669552,0.758568322,0.990937814,0.964256688,0.907680086,0.006180373,0.00258777,0.823883138,0.998783639,SEKER
31901,658.995,240.8731705,169.1496358,1.424024174,0.71194496,32340,201.5381222,0.744098712,0.986425479,0.923102489,0.836698092,0.007550646,0.002282648,0.700063698,0.996907629,DERMASON
69824,1055.572,389.0487083,229.1127995,1.698066233,0.808202134,70943,298.1655211,0.688395938,0.984226774,0.78747879,0.766396379,0.005571848,0.001185749,0.587363409,0.997381971,BARBUNYA
52492,868.092,336.0718809,199.2172947,1.686961373,0.805363109,53087,258.5244479,0.68668158,0.988791983,0.875329321,0.769253432,0.006402345,0.001382919,0.591750843,0.998260815,SIRA
24388,589.598,229.5043806,135.5364056,1.693304316,0.806992782,24631,176.2151129,0.759277709,0.990134384,0.881605005,0.767807187,0.009410545,0.002017452,0.589527877,0.998250098,DERMASON
53344,868.816,327.2365278,208.6604222,1.568273103,0.770331147,54149,260.6140638,0.785336768,0.985133613,0.888054914,0.796408841,0.006134458,0.0015223,0.634267042,0.994703942,SIRA
29353,627.648,226.6588642,165.2559044,1.37156288,0.684412227,29658,193.3220121,0.785259497,0.989716097,0.936332418,0.85292059,0.00772183,0.002520777,0.727473532,0.997775693,DERMASON
37865,707.053,243.0580212,198.4945625,1.224507201,0.577126083,38220,219.5705248,0.779821237,0.990711669,0.951796025,0.903366709,0.006419068,0.002636988,0.816071412,0.99928532,SEKER
60950,993.724,404.9700226,192.333172,2.105565142,0.880022565,61620,278.5748557,0.732924483,0.989126907,0.775625388,0.687890066,0.006644299,0.000917709,0.473192743,0.996338146,HOROZ
31281,656.86,246.7217383,161.891105,1.523998112,0.754614151,31598,199.5700534,0.767405917,0.989967719,0.911055555,0.808887189,0.007887271,0.002082852,0.654298485,0.997149655,DERMASON
71682,1058.192,388.2167355,236.420938,1.642057335,0.793176261,72768,302.1065326,0.765391761,0.985075858,0.804435134,0.778190389,0.005415819,0.001225145,0.605580282,0.994397545,BARBUNYA
214563,1765.021,659.112828,417.5290886,1.578603374,0.773766151,217833,522.6759,0.737771038,0.9849885,0.865495757,0.792999131,0.003071885,0.000749334,0.628847622,0.992700978,BOMBAY
57109,969.163,407.1832607,178.9490305,2.275414734,0.898252218,57833,269.6542919,0.737670826,0.987481196,0.76404822,0.662243068,0.007129932,0.000845931,0.438565881,0.997919269,HOROZ
81767,1094.281,425.2811929,245.7281906,1.730697613,0.816177193,82504,322.6592287,0.685447229,0.9910671,0.858084803,0.758696209,0.005201135,0.00106304,0.575619937,0.996224051,CALI
42567,751.032,262.5720161,207.161175,1.267476959,0.614433034,42989,232.8046127,0.788044283,0.990183535,0.948344268,0.88663147,0.006168441,0.002351407,0.786115364,0.996383111,SEKER
62417,971.942,325.2218476,245.4771635,1.324855815,0.655956014,63584,281.9074186,0.737528063,0.981646326,0.830294299,0.866815746,0.005210469,0.001814528,0.751369538,0.995456302,BARBUNYA
75731,1094.38,415.7942564,232.7511871,1.786432377,0.828644715,76819,310.5216642,0.772072017,0.985836837,0.794597621,0.746815665,0.00549041,0.001053509,0.557733638,0.996353428,BARBUNYA
33220,680.942,239.313642,177.2603629,1.350068555,0.671832478,33670,205.6623876,0.725961538,0.986634987,0.900304142,0.859384304,0.007203903,0.002423803,0.738541381,0.997081496,DERMASON
68764,1045.125,354.6890078,247.5008261,1.433082117,0.716295845,69957,295.8936364,0.725060365,0.982946667,0.791105717,0.834234019,0.005158062,0.001541054,0.695946398,0.997348337,BARBUNYA
27429,605.024,209.7789848,167.3613611,1.253449323,0.602924158,27774,186.8788042,0.732690458,0.987578311,0.941617743,0.890836632,0.007648073,0.002971146,0.793589904,0.994724728,DERMASON
61883,988.708,349.854532,227.0737283,1.540708979,0.76074418,63151,280.6989183,0.680736145,0.979921141,0.795509054,0.802330376,0.005653484,0.001445136,0.643734033,0.991806804,BARBUNYA
40510,759.176,283.7997614,182.0486253,1.558922848,0.767149322,41001,227.1099601,0.790516148,0.988024682,0.88325716,0.800247184,0.007005672,0.001772255,0.640395556,0.998327265,SIRA
38609,710.915,248.6802633,197.9753156,1.256117524,0.605160025,38911,221.7171748,0.773820499,0.992238699,0.959981938,0.891575278,0.006440992,0.002510525,0.794906476,0.998495954,SEKER
51426,879.177,300.8312456,217.9846705,1.380056886,0.689161461,52169,255.885945,0.740731138,0.985757826,0.836064866,0.850596302,0.005849789,0.001888922,0.723514069,0.998490572,SEKER
178177,1609.793,593.2555045,385.3183285,1.539650364,0.760363207,181200,476.3003279,0.724046569,0.983316777,0.864015308,0.802858674,0.003329585,0.000853348,0.644582051,0.992430989,BOMBAY
58780,954.296,394.4980528,190.2770957,2.07328187,0.875991201,59375,273.5708691,0.689938495,0.989978947,0.811097829,0.693465702,0.006711433,0.000957403,0.48089468,0.997030221,HOROZ
35842,679.664,232.1107485,196.7334531,1.179823487,0.530660587,36127,213.624558,0.77145932,0.992111163,0.975020092,0.920356163,0.006475943,0.0028662,0.847055467,0.999375935,SEKER
24469,578.395,217.5726729,143.4460593,1.516756013,0.751878388,24762,176.5075024,0.706665511,0.988167353,0.919130177,0.811257683,0.008891768,0.002375763,0.658139028,0.998236327,DERMASON
36609,688.123,224.3725593,207.9820031,1.078807569,0.375186433,36943,215.8981855,0.764088329,0.990959045,0.971550953,0.962230792,0.006128891,0.003240997,0.925888098,0.998855088,SEKER
33736,655.729,221.390268,194.1359516,1.140387786,0.480682529,33988,207.2534904,0.786863834,0.992585618,0.985949497,0.936145442,0.006562434,0.003108981,0.876368289,0.999399693,SEKER
54651,924.038,369.5577504,188.9731861,1.955609459,0.859372822,55315,263.7874416,0.647347287,0.987996023,0.804318975,0.713792205,0.006762141,0.001082807,0.509499312,0.996381675,HOROZ
61546,990.721,397.2342087,199.2340219,1.993807106,0.865126902,62484,279.9335654,0.646450854,0.984988157,0.787965058,0.704706592,0.006454265,0.000981883,0.496611381,0.9901473,HOROZ
41157,761.674,286.9061273,183.1818893,1.566236315,0.769644009,41570,228.9164038,0.771770927,0.990064951,0.891487612,0.797879104,0.006971017,0.001742706,0.636611065,0.997083368,SIRA
48487,926.765,376.123116,165.3173306,2.275158416,0.898227992,49454,248.4664279,0.586441703,0.980446476,0.709407753,0.660598664,0.007757195,0.000911245,0.436390595,0.992857735,HOROZ
84185,1175.084,408.7205273,263.6448984,1.550269054,0.764140939,85882,327.3952826,0.680673356,0.98024033,0.76613756,0.80102481,0.004855028,0.001232978,0.641640746,0.994715792,BARBUNYA
40771,769.398,302.3634985,172.3283698,1.754577606,0.821687878,41248,227.8404035,0.779977808,0.988435803,0.865484155,0.753531444,0.007416141,0.001474902,0.567809637,0.996266073,DERMASON
53749,871.252,330.7474713,208.4934352,1.586368755,0.776294458,54383,261.6015143,0.806206783,0.988341945,0.889800564,0.790940331,0.006153556,0.001485528,0.625586607,0.992411047,SIRA
43170,783.276,293.5920868,188.3838307,1.558478165,0.766996239,43698,234.4477578,0.742186157,0.987917067,0.884223948,0.798549308,0.006800836,0.001705882,0.637680998,0.993811911,SIRA
72036,1058.429,417.1161631,220.9535069,1.887800601,0.848174475,72767,302.8515872,0.792824125,0.989954237,0.808045828,0.726060541,0.005790385,0.00099261,0.52716391,0.995180345,CALI
30210,651.194,254.8002569,151.3874572,1.683100183,0.804360394,30507,196.1238554,0.788608124,0.990264529,0.89524068,0.769716082,0.008434302,0.001826212,0.592462846,0.997174325,DERMASON
55789,916.971,377.0138382,189.0888127,1.993845288,0.86513247,56283,266.5197196,0.817277548,0.991222927,0.833771871,0.70692291,0.006757853,0.001041062,0.499740001,0.996404246,HOROZ
39834,739.577,272.7283641,186.4733818,1.462559221,0.729732272,40256,225.2070692,0.778007813,0.989517091,0.915159916,0.825755949,0.006846623,0.001963645,0.681872888,0.99727948,DERMASON
56392,930.097,371.9571248,195.0053327,1.907420273,0.851553134,57178,267.9561987,0.732782369,0.986253454,0.819164031,0.720395392,0.00659592,0.001095819,0.518969521,0.989892985,HOROZ
37098,705.621,257.2452183,183.9486381,1.398462206,0.699051663,37453,217.3353184,0.779107863,0.990521454,0.936305051,0.844856592,0.006934207,0.002179258,0.713782661,0.998198075,DERMASON
195455,1716.411,633.8275833,396.8950789,1.596965085,0.779672291,198403,498.859735,0.759024962,0.985141354,0.833708195,0.787059049,0.003242831,0.000767597,0.619461947,0.9892591,BOMBAY
48439,835.37,325.6445417,190.4112149,1.710217236,0.811234433,49173,248.343412,0.802661232,0.985073109,0.872262664,0.762621141,0.006722776,0.001402697,0.581591005,0.994646961,SIRA
47223,841.035,339.0877546,177.8068818,1.907056415,0.851491543,47634,245.2064253,0.632236384,0.991371709,0.838948494,0.723135595,0.007180564,0.001211204,0.522925089,0.997247646,HOROZ
83117,1110.906,379.3635301,279.9034803,1.355336953,0.674993251,84252,325.3119291,0.759975496,0.98652851,0.846340451,0.857520303,0.004564211,0.00152238,0.735341069,0.996634925,BARBUNYA
84566,1134.25,439.823932,246.3371,1.785455508,0.82843774,85580,328.1353004,0.812259874,0.988151437,0.826015272,0.746060586,0.005200955,0.000993938,0.556606398,0.993795959,CALI
67234,990.278,366.7312389,234.1429528,1.566270668,0.769655626,68057,292.5833002,0.752436909,0.987907195,0.861558065,0.797813955,0.00545455,0.001363155,0.636507107,0.996942411,BARBUNYA
38222,715.843,246.2234895,198.2120835,1.242222397,0.593262827,38662,220.6031774,0.757936901,0.988619316,0.937319619,0.895946922,0.006441931,0.002560501,0.802720886,0.997157863,SEKER
50031,854.392,333.5188388,192.7151579,1.730631064,0.816161464,50710,252.3914572,0.731832543,0.986610136,0.86126084,0.756753226,0.006666244,0.001348584,0.572675445,0.991089915,SIRA
40429,723.823,243.9451797,211.2326665,1.15486484,0.500213343,40816,226.8827925,0.790864632,0.990518424,0.969701585,0.930056469,0.006033916,0.002784943,0.865005036,0.998963903,SEKER
46958,831.681,324.4320834,185.908756,1.745114595,0.8195356,47945,244.5174483,0.770864797,0.979413912,0.853111695,0.753678384,0.006908984,0.001375112,0.568031107,0.991279374,SIRA
35410,704.701,228.5505682,197.4338111,1.15760602,0.5037461,35997,212.3332576,0.765952844,0.983693086,0.896037148,0.92904279,0.006454407,0.002966054,0.863120506,0.999153494,SEKER
30847,650.707,237.9289373,165.3582379,1.438869574,0.719019378,31279,198.1807767,0.770154545,0.986188817,0.91548628,0.832941041,0.007713195,0.002290188,0.693790777,0.99827444,DERMASON
82497,1123.734,435.9144,244.6287845,1.781942387,0.827690147,84492,324.0963479,0.739140953,0.976388297,0.820958072,0.743486216,0.005284003,0.000995943,0.552771754,0.985007418,CALI
32781,674.424,260.4018626,160.8078929,1.619335083,0.786541507,33087,204.2989611,0.793075918,0.990751655,0.905661755,0.784552611,0.007943683,0.001856479,0.615522799,0.996737663,DERMASON
49364,850.513,322.6070207,195.6737823,1.648698241,0.795053634,49843,250.7034042,0.761637326,0.990389824,0.857547718,0.777117013,0.006535269,0.001470242,0.603910851,0.995666758,SIRA
53550,872.576,334.7523066,205.1044147,1.632106784,0.790311694,54256,261.1167892,0.789543524,0.986987614,0.883817938,0.780029843,0.00625121,0.001427541,0.608446556,0.993049752,SIRA
25623,586.152,212.7174707,153.8165733,1.382929461,0.690740554,25883,180.6217508,0.721733987,0.989954797,0.937172073,0.849115732,0.008301818,0.002662076,0.720997526,0.997088719,DERMASON
39984,729.801,254.4318151,200.5811621,1.268473133,0.615227815,40353,225.6306937,0.820891845,0.990855698,0.943381151,0.886802201,0.006363341,0.002427571,0.786418144,0.997550287,SEKER
38496,727.03,268.6302011,182.6817648,1.470481749,0.733166439,38871,221.3924784,0.801198801,0.990352705,0.915210104,0.824153344,0.006978133,0.001985871,0.679228734,0.998793457,SIRA
30586,646.67,240.6052595,162.3762079,1.481776565,0.737940682,30940,197.3405805,0.795578099,0.9885585,0.919109215,0.820183985,0.007866516,0.002195874,0.672701769,0.996793716,DERMASON
44380,799.872,303.6898924,186.5010273,1.628355065,0.789215248,44802,237.7106876,0.808378871,0.990580778,0.871678177,0.782741519,0.006842945,0.001584515,0.612684285,0.997667559,SIRA
44648,802.656,300.346173,190.2982432,1.578291885,0.773663782,45266,238.4273457,0.686797213,0.986347369,0.870869259,0.793841797,0.006726979,0.001647918,0.630184799,0.994615554,SIRA
46150,804.515,303.9296996,194.8274072,1.559994582,0.767517604,46644,242.4046307,0.74050897,0.989409142,0.896010869,0.797568092,0.006585692,0.001643813,0.636114862,0.992335738,SIRA
24047,571.966,210.9874182,145.9358504,1.445754539,0.722203779,24356,174.9788311,0.762017936,0.987313188,0.923698718,0.829333012,0.00877396,0.002560302,0.687793245,0.994380207,DERMASON
64149,943.894,351.2026644,233.2841519,1.505471596,0.747516105,64831,285.7919585,0.7712812,0.989480341,0.904801483,0.813752251,0.005474796,0.001480868,0.662192725,0.996912339,CALI
74864,1038.26,365.5093153,261.7217922,1.396556673,0.698052229,75820,308.7390569,0.787039665,0.98739119,0.872711395,0.844681774,0.004882311,0.001533125,0.7134873,0.996425449,BARBUNYA
38401,726.644,266.6272652,183.7593281,1.450959078,0.724571809,38793,221.1191348,0.741332046,0.989895084,0.913921753,0.829319292,0.006943238,0.002025951,0.687770488,0.997926832,SIRA
55796,900.322,330.2017687,215.5174973,1.532134388,0.757630026,56573,266.5364396,0.770131125,0.986265533,0.865002185,0.807192647,0.005918019,0.001549762,0.651559969,0.998277434,BARBUNYA
50747,842.609,300.5536668,215.4237774,1.395174064,0.697323598,51387,254.1910446,0.74980792,0.987545488,0.898189658,0.845742617,0.00592259,0.001869151,0.715280574,0.997940905,SEKER
39236,738.237,273.1857743,183.2224199,1.491006256,0.741739584,39719,223.5102386,0.792582418,0.987839573,0.904696633,0.81816207,0.006962631,0.001924467,0.669389173,0.998063444,SIRA
57617,901.703,344.4109267,213.7818121,1.61103942,0.784034479,58093,270.8509606,0.819004975,0.991806242,0.890499083,0.786418025,0.005977592,0.001410327,0.618453309,0.996352661,CALI
51935,849.792,315.7567878,210.5233767,1.499865681,0.745302589,52623,257.1491702,0.799430463,0.986925869,0.903742536,0.814389999,0.006079846,0.001649689,0.663231071,0.994757522,SIRA
33795,690.578,256.3516827,168.1214356,1.5248007,0.754914333,34246,207.4346413,0.701869159,0.986830579,0.890505974,0.809179948,0.007585491,0.00200606,0.654772188,0.998397091,DERMASON
80165,1109.103,438.7234672,233.9528397,1.875264552,0.845952603,80993,319.4827822,0.766439758,0.989776894,0.818937769,0.728209923,0.005472756,0.000949319,0.530289692,0.994433461,CALI
29539,637.861,245.3380924,154.0219633,1.592877322,0.778378936,29847,193.9335528,0.805755592,0.989680705,0.912333357,0.790474691,0.008305565,0.002000326,0.624850237,0.995309773,DERMASON
63969,969.999,360.8816397,228.9221591,1.576438214,0.773053043,65307,285.3907154,0.772236709,0.97951215,0.854352024,0.790815281,0.005641508,0.001361054,0.625388809,0.985886817,CALI
41360,797.728,318.6575509,165.8801125,1.921011181,0.853825593,41858,229.4802553,0.664770079,0.988102633,0.816734164,0.720146925,0.007704486,0.001278227,0.518611593,0.996258669,HOROZ
39128,739.882,269.6326514,185.0851589,1.456803198,0.727191621,39580,223.2024124,0.796255596,0.988580091,0.898199047,0.827801868,0.006891041,0.001996044,0.685255932,0.998283033,DERMASON
45679,814.728,287.6687776,202.8300429,1.418274992,0.709125899,46387,241.1644857,0.727071595,0.984737103,0.8647711,0.838340844,0.006297615,0.001918838,0.70281537,0.996785464,SIRA
29702,631.176,226.4472203,167.565085,1.351398594,0.672635329,30053,194.4678918,0.728561617,0.988320634,0.936902945,0.858778004,0.007623972,0.002557907,0.73749966,0.996656004,DERMASON
40120,762.206,281.6828655,182.1285948,1.546615268,0.76285194,40818,226.0140937,0.717761557,0.982899701,0.867812821,0.802370756,0.007021009,0.001795063,0.64379883,0.9957091,SIRA
46659,820.865,302.8512562,199.0343219,1.521603175,0.753714862,47769,243.7377359,0.750627413,0.976763173,0.870165406,0.804810054,0.006490736,0.00167976,0.647719223,0.985571627,SIRA
